Movt.,(0),(0 1),(0 2),(0 3),(0 4),(0 5),(0 6),(0 1 2),(0 1 3),(0 1 4),(0 1 5),(0 1 6),(0 2 4),(0 2 5),(0 2 6),(0 2 7),(0 3 6),(0 3 7),(0 4 8),(0 1 2 3),(0 1 2 4),(0 1 2 5),(0 1 2 6),(0 1 2 7),(0 1 3 4),(0 1 3 5),(0 1 3 6),(0 1 3 7),(0 1 4 5),(0 1 4 6),(0 1 4 7),(0 1 4 8),(0 1 5 6),(0 1 5 7),(0 1 5 8),(0 1 6 7),(0 2 3 5),(0 2 3 6),(0 2 3 7),(0 2 4 6),(0 2 4 7),(0 2 4 8),(0 2 5 7),(0 2 5 8),(0 2 6 8),(0 3 4 7),(0 3 5 8),(0 3 6 9),(0 1 2 3 4),(0 1 2 3 5),(0 1 2 3 6),(0 1 2 3 7),(0 1 2 4 5),(0 1 2 4 6),(0 1 2 4 7),(0 1 2 4 8),(0 1 2 5 6),(0 1 2 5 7),(0 1 2 5 8),(0 1 2 6 7),(0 1 2 6 8),(0 1 3 4 6),(0 1 3 4 7),(0 1 3 4 8),(0 1 3 5 6),(0 1 3 5 7),(0 1 3 5 8),(0 1 3 6 7),(0 1 3 6 8),(0 1 3 6 9),(0 1 3 7 8),(0 1 4 5 7),(0 1 4 5 8),(0 1 4 6 8),(0 1 4 6 9),(0 1 4 7 8),(0 2 3 4 6),(0 2 3 4 7),(0 2 3 5 7),(0 2 3 5 8),(0 2 3 6 8),(0 2 4 5 8),(0 2 4 6 8),(0 2 4 6 9),(0 2 4 7 9),(0 3 4 5 8),(0 1 2 3 4 5),(0 1 2 3 4 6),(0 1 2 3 4 7),(0 1 2 3 4 8),(0 1 2 3 5 6),(0 1 2 3 5 7),(0 1 2 3 5 8),(0 1 2 3 6 7),(0 1 2 3 6 8),(0 1 2 3 6 9),(0 1 2 3 7 8),(0 1 2 4 5 6),(0 1 2 4 5 7),(0 1 2 4 5 8),(0 1 2 4 6 7),(0 1 2 4 6 8),(0 1 2 4 6 9),(0 1 2 4 7 8),(0 1 2 4 7 9),(0 1 2 5 6 7),(0 1 2 5 6 8),(0 1 2 5 6 9),(0 1 2 5 7 8),(0 1 2 5 7 9),(0 1 2 6 7 8),(0 1 3 4 5 7),(0 1 3 4 5 8),(0 1 3 4 6 7),(0 1 3 4 6 8),(0 1 3 4 6 9),(0 1 3 4 7 8),(0 1 3 4 7 9),(0 1 3 5 6 8),(0 1 3 5 6 9),(0 1 3 5 7 8),(0 1 3 5 7 9),(0 1 3 5 8 9),(0 1 3 6 7 9),(0 1 3 6 8 9),(0 1 4 5 6 8),(0 1 4 5 8 9),(0 1 4 6 7 9),(0 2 3 4 5 7),(0 2 3 4 5 8),(0 2 3 4 6 8),(0 2 3 4 6 9),(0 2 3 5 6 8),(0 2 3 5 7 9),(0 2 4 5 7 9),(0 2 4 6 8 10),(0 1 2 3 4 5 6),(0 1 2 3 4 5 7),(0 1 2 3 4 5 8),(0 1 2 3 4 6 7),(0 1 2 3 4 6 8),(0 1 2 3 4 6 9),(0 1 2 3 4 7 8),(0 1 2 3 4 7 9),(0 1 2 3 5 6 7),(0 1 2 3 5 6 8),(0 1 2 3 5 6 9),(0 1 2 3 5 7 8),(0 1 2 3 5 7 9),(0 1 2 3 5 8 9),(0 1 2 3 6 7 8),(0 1 2 3 6 7 9),(0 1 2 4 5 6 8),(0 1 2 4 5 6 9),(0 1 2 4 5 7 8),(0 1 2 4 5 7 9),(0 1 2 4 5 8 9),(0 1 2 4 6 7 8),(0 1 2 4 6 7 9),(0 1 2 4 6 8 9),(0 1 2 4 6 8 10),(0 1 2 4 7 8 9),(0 1 2 5 6 8 9),(0 1 3 4 5 6 8),(0 1 3 4 5 7 8),(0 1 3 4 5 7 9),(0 1 3 4 6 7 9),(0 1 3 4 6 8 9),(0 1 3 4 6 8 10),(0 1 3 5 6 7 9),(0 1 3 5 6 8 10),(0 2 3 4 5 6 8),(0 2 3 4 5 7 9),(0 2 3 4 6 7 9),(0 1 2 3 4 5 6 7),(0 1 2 3 4 5 6 8),(0 1 2 3 4 5 6 9),(0 1 2 3 4 5 7 8),(0 1 2 3 4 5 7 9),(0 1 2 3 4 5 8 9),(0 1 2 3 4 6 7 8),(0 1 2 3 4 6 7 9),(0 1 2 3 4 6 8 9),(0 1 2 3 4 6 8 10),(0 1 2 3 4 7 8 9),(0 1 2 3 5 6 7 8),(0 1 2 3 5 6 7 9),(0 1 2 3 5 6 8 9),(0 1 2 3 5 6 8 10),(0 1 2 3 5 7 8 9),(0 1 2 3 5 7 8 10),(0 1 2 3 6 7 8 9),(0 1 2 4 5 6 7 9),(0 1 2 4 5 6 8 9),(0 1 2 4 5 6 8 10),(0 1 2 4 5 7 8 9),(0 1 2 4 5 7 8 10),(0 1 2 4 5 7 9 10),(0 1 3 4 5 6 7 9),(0 1 3 4 5 6 8 9),(0 1 3 4 6 7 9 10),(0 2 3 4 5 6 7 9),(0 1 2 3 4 5 6 7 9),(0 1 2 3 4 5 6 8 9),(0 1 2 3 4 5 6 8 10),(0 1 2 3 4 5 7 8 9),(0 1 2 3 4 5 7 8 10),(0 1 2 3 4 6 7 8 9),(0 1 2 3 4 6 7 8 10),(0 1 2 3 5 6 7 8 10),(0 1 2 3 5 6 7 9 10),(0 1 2 3 4 5 6 7 8 9),(0 1 2 3 4 5 6 7 9 10),(0 1 2 3 4 5 6 8 9 10),(0 1 2 3 4 5 6 7 8 9 10),(0 1 2 3 4 5 6 7 8 9 10 11)
21/ii,26.20,6.20,7.84,3.80,6.19,6.46,4.96,1.42,1.04,2.25,4.39,8.24,0.00,3.68,0.78,1.50,1.15,1.13,0.21,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.42,0.00,0.11,0.00,0.00,0.00,0.21,0.52,0.52,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.00,0.00,0.75,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21/i,21.20,12.58,7.71,4.06,3.35,6.59,2.23,3.96,3.25,4.77,5.27,2.84,1.62,2.43,2.74,2.64,0.61,2.23,0.00,0.00,0.00,0.41,0.41,0.41,0.61,0.00,0.00,0.41,0.00,1.42,0.41,0.41,1.01,0.61,0.41,0.00,0.00,0.41,0.20,0.41,0.00,0.00,0.00,0.00,0.41,1.62,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22/ii,29.19,15.10,3.37,4.33,2.58,9.13,4.01,2.73,4.70,4.14,3.29,4.68,0.14,0.86,1.71,0.94,0.77,0.43,0.00,0.61,0.18,0.14,0.72,0.29,0.14,0.00,0.00,0.29,1.20,0.47,0.14,0.14,0.14,0.29,0.00,0.00,0.25,0.00,0.00,0.00,0.43,0.00,0.29,0.00,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.79,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22/i,52.96,5.66,5.14,9.51,2.57,3.60,2.57,0.77,2.83,1.03,1.54,4.11,0.00,2.57,0.00,0.00,0.51,1.03,0.00,1.03,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23/iii,40.69,3.58,7.41,7.89,8.86,2.83,0.40,0.58,0.93,5.87,2.28,1.84,1.21,2.43,2.31,0.17,0.52,1.33,1.21,0.00,1.06,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.83,0.00,0.83,0.69,0.00,0.00,0.00,0.00,0.23,0.35,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23/ii,36.95,3.39,5.36,9.83,7.68,2.68,1.61,0.00,0.54,2.32,2.68,2.32,0.54,1.07,1.07,0.00,0.54,1.07,0.54,0.00,0.18,0.72,0.00,0.00,1.25,0.18,0.00,0.00,1.25,1.07,1.43,0.90,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,1.43,1.07,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.18,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.18,0.00,1.07,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23/i,30.85,4.64,6.15,5.64,4.18,7.96,2.11,0.91,3.63,4.89,1.97,1.21,1.61,2.52,2.01,0.60,0.76,1.77,1.97,0.00,0.76,0.30,0.30,0.00,0.95,0.00,0.00,0.50,1.06,0.60,2.42,1.61,0.00,0.00,0.00,0.00,0.30,2.02,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24/i,35.23,8.61,5.15,2.38,3.42,6.38,2.07,2.17,2.17,7.49,5.79,4.68,1.08,0.85,0.46,0.46,0.00,0.93,0.93,0.00,0.91,1.53,0.31,0.15,0.31,0.46,0.00,0.00,0.31,0.77,1.49,0.00,0.00,0.00,0.19,0.00,0.15,0.00,0.00,0.00,0.23,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.62,0.00,0.23,0.75,0.00,0.00,0.15,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25/i,54.61,4.10,7.16,4.61,2.86,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,0.00,1.76,2.46,0.00,0.00,7.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.23,1.23,0.83,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,1.23,0.00,0.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24/ii,29.16,25.05,0.00,0.00,6.70,0.00,0.00,3.89,1.30,18.57,9.07,4.10,1.51,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24/iii,41.81,12.02,2.82,0.22,0.00,2.70,0.00,2.17,0.00,24.11,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93,1.40,0.00,0.00,2.41,0.00,0.00,0.00,3.81,0.00,0.00,3.28,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25/iii,43.05,4.42,5.01,5.70,1.42,6.89,1.38,0.79,2.37,9.66,2.84,0.83,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.83,1.65,4.61,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
